score	readID	taxID
8281	NB501013:67:HNG37BGX5:3:22601:16862:1221	816
3136	NB501013:67:HNG37BGX5:3:21607:8663:8296	1
16129	NB501013:67:HNG37BGX5:3:22611:20444:19858	1
14161	NB501013:67:HNG37BGX5:3:22609:15841:10355	1678
484	NB501013:67:HNG37BGX5:3:23407:5489:15018	515620
3136	NB501013:67:HNG37BGX5:3:23401:16648:8906	1
481	NB501013:67:HNG37BGX5:3:23605:7647:19864	515620
1024	NB501013:67:HNG37BGX5:4:11410:2506:1154	155900
5184	NB501013:67:HNG37BGX5:4:11504:13629:8630	155900
18496	NB501013:67:HNG37BGX5:4:12401:14033:9637	816
100	NB501013:67:HNG37BGX5:2:21211:12679:4635	77133
5986	NB501013:67:HNG37BGX5:4:12508:16190:19392	515620
0	NB501013:67:HNG37BGX5:4:12509:5794:5105	0
0	NB501013:67:HNG37BGX5:4:13602:19239:6044	0
289	NB501013:67:HNG37BGX5:3:23502:23090:12142	2
1521	NB501013:67:HNG37BGX5:4:12601:20160:19684	1
18225	NB501013:67:HNG37BGX5:4:21405:20697:18618	29466
1089	NB501013:67:HNG37BGX5:4:13411:11891:18941	1
784	NB501013:67:HNG37BGX5:4:22601:15394:16183	515620
18496	NB501013:67:HNG37BGX5:4:22610:20235:3993	77133
13689	NB501013:67:HNG37BGX5:4:13405:12252:12234	1
18496	NB501013:67:HNG37BGX5:4:23402:19595:15109	77133
3844	NB501013:67:HNG37BGX5:4:23602:22748:7332	77133
1681	NB501013:67:HNG37BGX5:4:23611:2999:13110	155900
10609	NB501013:67:HNG37BGX5:1:21101:4307:18772	1679721
9604	NB501013:67:HNG37BGX5:2:13212:8236:14715	214856
169	NB501013:67:HNG37BGX5:4:21610:22170:5431	1239
7016	NB501013:67:HNG37BGX5:4:23612:24532:17988	2
0	NB501013:67:HNG37BGX5:4:11505:19436:10936	0
3825	NB501013:67:HNG37BGX5:3:13511:7354:8584	817
8882	NB501013:67:HNG37BGX5:1:11108:21116:6053	328814
529	NB501013:67:HNG37BGX5:1:11105:15578:5692	77133
7540	NB501013:67:HNG37BGX5:1:11307:21765:6768	515620
5476	NB501013:67:HNG37BGX5:1:12309:8670:2531	515620
18496	NB501013:67:HNG37BGX5:1:12305:2903:10087	77133
18496	NB501013:67:HNG37BGX5:1:12107:20490:5113	357276
7240	NB501013:67:HNG37BGX5:1:13101:7417:7818	515620
144	NB501013:67:HNG37BGX5:1:13109:6249:3938	39485
1444	NB501013:67:HNG37BGX5:4:21602:16432:19373	77133
9025	NB501013:67:HNG37BGX5:1:21305:19539:1648	214856
18496	NB501013:67:HNG37BGX5:1:13109:7927:8784	84030
9122	NB501013:67:HNG37BGX5:1:23301:1168:2184	214856
6084	NB501013:67:HNG37BGX5:1:23311:15226:14234	515620
676	NB501013:67:HNG37BGX5:2:11103:24189:16777	515620
841	NB501013:67:HNG37BGX5:2:21103:2452:13045	2
0	NB501013:67:HNG37BGX5:1:23308:7025:20290	0
0	NB501013:67:HNG37BGX5:2:11306:11848:17525	0
18496	NB501013:67:HNG37BGX5:2:11205:4197:8358	2
0	NB501013:67:HNG37BGX5:2:12311:10673:17943	0
18225	NB501013:67:HNG37BGX5:2:12105:24712:16243	2
400	NB501013:67:HNG37BGX5:2:12311:24678:10706	871963
0	NB501013:67:HNG37BGX5:1:13302:13335:15516	0
7848	NB501013:67:HNG37BGX5:2:13102:24511:10158	515620
18496	NB501013:67:HNG37BGX5:2:12304:13885:6158	39485
3025	NB501013:67:HNG37BGX5:2:12108:18824:3763	80864
7474	NB501013:67:HNG37BGX5:2:13207:4990:10377	515620
0	NB501013:67:HNG37BGX5:2:13206:20073:12471	0
1501	NB501013:67:HNG37BGX5:2:13311:3645:16381	155900
14884	NB501013:67:HNG37BGX5:2:22101:8452:15177	77133
18496	NB501013:67:HNG37BGX5:2:21211:25273:8169	2
18496	NB501013:67:HNG37BGX5:2:21110:25577:9559	28116
18496	NB501013:67:HNG37BGX5:2:21106:4980:11131	2
0	NB501013:67:HNG37BGX5:2:13305:4211:5639	0
8882	NB501013:67:HNG37BGX5:2:22103:6856:3895	292800
7778	NB501013:67:HNG37BGX5:3:11504:18264:16494	39491
18496	NB501013:67:HNG37BGX5:3:11510:18133:11207	2
18225	NB501013:67:HNG37BGX5:2:22212:9151:7653	2
7778	NB501013:67:HNG37BGX5:3:12410:7910:16811	515620
625	NB501013:67:HNG37BGX5:3:12505:3788:16211	515620
18496	NB501013:67:HNG37BGX5:2:22308:7656:7833	2
18496	NB501013:67:HNG37BGX5:3:22505:5948:15241	2
18496	NB501013:67:HNG37BGX5:3:13606:22710:9570	817
676	NB501013:67:HNG37BGX5:3:23601:8185:8162	515620
18496	NB501013:67:HNG37BGX5:3:21509:2119:16026	816
18496	NB501013:67:HNG37BGX5:3:23503:2716:1148	328814
0	NB501013:67:HNG37BGX5:4:11509:9123:9537	0
4900	NB501013:67:HNG37BGX5:4:11505:23004:9898	328814
8021	NB501013:67:HNG37BGX5:4:11511:3840:2616	292800
464	NB501013:67:HNG37BGX5:4:13512:20195:10650	515620
0	NB501013:67:HNG37BGX5:4:13404:26441:11634	0
18496	NB501013:67:HNG37BGX5:4:21409:12990:4155	28116
1732	NB501013:67:HNG37BGX5:4:21506:19593:3295	77133
18496	NB501013:67:HNG37BGX5:4:22403:3400:19985	2
4068	NB501013:67:HNG37BGX5:4:23610:3580:17355	155900
729	NB501013:67:HNG37BGX5:1:22102:5929:3335	515620
18496	NB501013:67:HNG37BGX5:4:23403:15433:17218	1
18225	NB501013:67:HNG37BGX5:1:13101:14318:8107	155900
18225	NB501013:67:HNG37BGX5:1:11209:9473:1338	816
2500	NB501013:67:HNG37BGX5:1:13109:24477:10015	841
1444	NB501013:67:HNG37BGX5:1:13311:10473:16318	515620
5693	NB501013:67:HNG37BGX5:1:13206:11368:10387	515620
18225	NB501013:67:HNG37BGX5:2:21201:7703:9623	1
18496	NB501013:67:HNG37BGX5:4:23406:17755:13035	28025
361	NB501013:67:HNG37BGX5:1:22302:19792:5355	515620
18496	NB501013:67:HNG37BGX5:4:13507:24864:7093	1
16384	NB501013:67:HNG37BGX5:1:22209:20533:2757	39485
5776	NB501013:67:HNG37BGX5:2:12204:8462:12519	515620
18225	NB501013:67:HNG37BGX5:2:12103:22159:3430	29466
17956	NB501013:67:HNG37BGX5:2:11310:3600:7801	2
729	NB501013:67:HNG37BGX5:2:11102:25949:18823	712
18225	NB501013:67:HNG37BGX5:2:12307:4383:19338	2
7744	NB501013:67:HNG37BGX5:2:13305:4740:1876	155900
17956	NB501013:67:HNG37BGX5:2:13107:6758:8211	816
18225	NB501013:67:HNG37BGX5:2:12312:10372:10674	29466
18225	NB501013:67:HNG37BGX5:2:22203:9468:3456	649756
0	NB501013:67:HNG37BGX5:1:21308:12953:12256	0
18225	NB501013:67:HNG37BGX5:2:22304:21449:15670	155900
9193	NB501013:67:HNG37BGX5:2:22206:14661:11499	2
784	NB501013:67:HNG37BGX5:2:22306:6738:14379	515620
8941	NB501013:67:HNG37BGX5:2:22312:20264:12662	515620
9025	NB501013:67:HNG37BGX5:2:23302:15543:19270	717962
7744	NB501013:67:HNG37BGX5:2:23112:25212:9837	39491
18225	NB501013:67:HNG37BGX5:2:23107:22262:16847	823
17689	NB501013:67:HNG37BGX5:3:11409:9075:7910	816
0	NB501013:67:HNG37BGX5:2:22210:25744:8995	0
400	NB501013:67:HNG37BGX5:3:11608:19956:3645	39485
1600	NB501013:67:HNG37BGX5:3:12406:20121:18019	39485
3986	NB501013:67:HNG37BGX5:3:12512:14166:2591	214856
7396	NB501013:67:HNG37BGX5:3:13408:10797:16576	657313
0	NB501013:67:HNG37BGX5:3:13406:10915:20133	0
2209	NB501013:67:HNG37BGX5:3:13408:21123:8249	657314
7625	NB501013:67:HNG37BGX5:3:13606:7682:18514	515620
0	NB501013:67:HNG37BGX5:3:21404:5442:17086	0
18225	NB501013:67:HNG37BGX5:3:22508:24794:5468	2
18225	NB501013:67:HNG37BGX5:4:11409:23785:2325	2
8281	NB501013:67:HNG37BGX5:3:22408:1622:2205	2
729	NB501013:67:HNG37BGX5:4:12405:8402:12801	515620
5690	NB501013:67:HNG37BGX5:3:23609:5936:18488	817
18225	NB501013:67:HNG37BGX5:4:11506:14921:3148	39485
0	NB501013:67:HNG37BGX5:3:11605:26064:17516	0
4420	NB501013:67:HNG37BGX5:4:12406:8653:13842	214856
7306	NB501013:67:HNG37BGX5:4:12611:20365:5214	515620
6561	NB501013:67:HNG37BGX5:4:21510:13827:19122	515620
1737	NB501013:67:HNG37BGX5:4:13410:17254:17327	214856
18225	NB501013:67:HNG37BGX5:4:21509:11611:6844	1
5929	NB501013:67:HNG37BGX5:4:12501:13432:18902	1145501
18225	NB501013:67:HNG37BGX5:4:22403:16665:13405	77133
8005	NB501013:67:HNG37BGX5:4:22406:16557:5844	515620
7684	NB501013:67:HNG37BGX5:1:11110:20945:10181	515620
676	NB501013:67:HNG37BGX5:1:11311:10340:15501	515620
17956	NB501013:67:HNG37BGX5:1:11309:24117:16212	2
0	NB501013:67:HNG37BGX5:1:12104:6048:1703	0
17956	NB501013:67:HNG37BGX5:1:13110:19968:1286	2
1781	NB501013:67:HNG37BGX5:1:13112:10593:13161	515620
17956	NB501013:67:HNG37BGX5:1:13201:5605:13218	2
7477	NB501013:67:HNG37BGX5:1:13103:15733:4943	657313
13456	NB501013:67:HNG37BGX5:1:12108:11406:8431	186802
17956	NB501013:67:HNG37BGX5:1:13205:10569:15184	2
6400	NB501013:67:HNG37BGX5:1:13310:17687:18739	515620
17956	NB501013:67:HNG37BGX5:1:21103:25291:19451	77133
17956	NB501013:67:HNG37BGX5:1:13205:12621:13518	1
0	NB501013:67:HNG37BGX5:1:21109:22682:3223	0
17956	NB501013:67:HNG37BGX5:1:21205:20924:6133	214856
7930	NB501013:67:HNG37BGX5:1:21306:13666:6124	515620
17956	NB501013:67:HNG37BGX5:1:22102:16680:13695	657321
9554	NB501013:67:HNG37BGX5:1:23302:13837:5541	328814
0	NB501013:67:HNG37BGX5:1:23208:14609:13991	0
7610	NB501013:67:HNG37BGX5:1:21107:10170:10914	28025
5625	NB501013:67:HNG37BGX5:1:23306:22651:12999	515620
729	NB501013:67:HNG37BGX5:2:22212:16173:13486	1297617
2704	NB501013:67:HNG37BGX5:1:13306:19561:12823	1485
0	NB501013:67:HNG37BGX5:2:21202:7352:13728	0
17956	NB501013:67:HNG37BGX5:2:22307:3917:8990	47678
17956	NB501013:67:HNG37BGX5:2:13103:26087:6891	2
17956	NB501013:67:HNG37BGX5:2:12304:8440:9898	1681
1156	NB501013:67:HNG37BGX5:2:23109:22789:3744	515620
10201	NB501013:67:HNG37BGX5:1:23207:18817:1915	1485
1444	NB501013:67:HNG37BGX5:2:23308:24908:12459	2
17956	NB501013:67:HNG37BGX5:3:13508:9343:1243	817
2704	NB501013:67:HNG37BGX5:3:11512:15905:7090	1485
361	NB501013:67:HNG37BGX5:3:21606:14960:15172	515620
2401	NB501013:67:HNG37BGX5:3:21408:25023:6883	598552
2025	NB501013:67:HNG37BGX5:4:11403:9659:10421	657321
0	NB501013:67:HNG37BGX5:3:23603:10879:20261	0
9412	NB501013:67:HNG37BGX5:3:13403:17001:1193	816
6613	NB501013:67:HNG37BGX5:3:22409:16800:19938	2
676	NB501013:67:HNG37BGX5:4:11501:20285:15672	515620
5776	NB501013:67:HNG37BGX5:4:11608:4122:18051	515620
17956	NB501013:67:HNG37BGX5:3:23611:21761:12694	1
17689	NB501013:67:HNG37BGX5:4:11404:26845:2155	208544
676	NB501013:67:HNG37BGX5:4:12601:16864:11450	515620
17956	NB501013:67:HNG37BGX5:4:11609:12931:15644	2
1024	NB501013:67:HNG37BGX5:4:12507:2178:1668	155900
17956	NB501013:67:HNG37BGX5:4:12511:26638:16872	2
169	NB501013:67:HNG37BGX5:4:12607:10043:5538	585394
17956	NB501013:67:HNG37BGX5:4:12606:11287:5258	29466
400	NB501013:67:HNG37BGX5:4:13502:18747:9964	39485
7844	NB501013:67:HNG37BGX5:4:13610:7279:13337	515620
196	NB501013:67:HNG37BGX5:4:13603:14351:6526	155900
17956	NB501013:67:HNG37BGX5:4:21401:2797:19118	2
1396	NB501013:67:HNG37BGX5:4:21410:16390:1354	214856
2980	NB501013:67:HNG37BGX5:4:22504:14861:12385	718255
9216	NB501013:67:HNG37BGX5:4:22506:9783:16158	214856
7225	NB501013:67:HNG37BGX5:4:22509:4166:3070	515620
7605	NB501013:67:HNG37BGX5:1:11101:11415:8546	515620
17956	NB501013:67:HNG37BGX5:4:23408:1441:10272	77133
5273	NB501013:67:HNG37BGX5:1:11102:4798:10226	585394
17956	NB501013:67:HNG37BGX5:4:22408:25886:6862	1
5776	NB501013:67:HNG37BGX5:1:11110:25613:13223	515620
0	NB501013:67:HNG37BGX5:1:11104:20391:16546	0
5210	NB501013:67:HNG37BGX5:1:11206:11450:7154	214856
7389	NB501013:67:HNG37BGX5:1:12305:12874:8530	515620
576	NB501013:67:HNG37BGX5:1:12308:13436:15958	77133
8957	NB501013:67:HNG37BGX5:1:11312:19062:16165	328814
7376	NB501013:67:HNG37BGX5:1:12307:17142:8452	515620
3626	NB501013:67:HNG37BGX5:1:21111:14438:17500	214856
0	NB501013:67:HNG37BGX5:1:12309:22747:4837	0
0	NB501013:67:HNG37BGX5:1:22102:14796:19920	0
6920	NB501013:67:HNG37BGX5:1:22305:21586:13382	515620
0	NB501013:67:HNG37BGX5:1:22104:16469:9399	0
17689	NB501013:67:HNG37BGX5:1:22212:11223:2969	2
17689	NB501013:67:HNG37BGX5:1:23108:22061:18660	47678
3364	NB501013:67:HNG37BGX5:2:11101:2779:13487	77133
7857	NB501013:67:HNG37BGX5:2:11107:14041:6230	657322
2500	NB501013:67:HNG37BGX5:1:23305:4155:19582	543
17689	NB501013:67:HNG37BGX5:2:12104:7069:6588	2
16900	NB501013:67:HNG37BGX5:2:11106:21110:14542	286138
0	NB501013:67:HNG37BGX5:2:13203:3555:7278	0
17689	NB501013:67:HNG37BGX5:2:12112:10424:18426	816
17689	NB501013:67:HNG37BGX5:2:13304:12658:7656	2
17689	NB501013:67:HNG37BGX5:2:13308:23880:10214	214856
5625	NB501013:67:HNG37BGX5:2:21312:2415:4626	515620
3969	NB501013:67:HNG37BGX5:2:13312:18174:16047	77133
784	NB501013:67:HNG37BGX5:2:22310:6038:10484	515620
400	NB501013:67:HNG37BGX5:2:22204:17448:13463	39485
6400	NB501013:67:HNG37BGX5:2:23309:17900:19567	515620
17689	NB501013:67:HNG37BGX5:2:23107:18523:3071	214856
9509	NB501013:67:HNG37BGX5:2:22301:20045:14257	1505
6084	NB501013:67:HNG37BGX5:3:12510:2932:7520	515620
6084	NB501013:67:HNG37BGX5:3:12601:24752:13233	515620
17689	NB501013:67:HNG37BGX5:2:22201:15182:5981	1
11025	NB501013:67:HNG37BGX5:3:11605:6967:12013	328814
9010	NB501013:67:HNG37BGX5:3:12402:17759:12912	28116
17689	NB501013:67:HNG37BGX5:3:12604:21618:18384	28116
0	NB501013:67:HNG37BGX5:3:21403:13136:13858	0
5476	NB501013:67:HNG37BGX5:3:21411:19732:11659	515620
17689	NB501013:67:HNG37BGX5:3:11604:2271:8387	28025
9604	NB501013:67:HNG37BGX5:3:21407:1600:15373	657322
17689	NB501013:67:HNG37BGX5:3:13606:3893:19829	91347
676	NB501013:67:HNG37BGX5:4:11406:15559:16317	515620
16900	NB501013:67:HNG37BGX5:3:23409:9447:11461	77133
17689	NB501013:67:HNG37BGX5:3:22510:16190:19777	2
17689	NB501013:67:HNG37BGX5:3:12612:11590:2169	1747
7528	NB501013:67:HNG37BGX5:4:11412:25648:2072	515620
17689	NB501013:67:HNG37BGX5:4:11603:12314:10556	1
17689	NB501013:67:HNG37BGX5:3:12607:21812:11180	1
5929	NB501013:67:HNG37BGX5:4:11611:8596:9916	515620
16384	NB501013:67:HNG37BGX5:4:11504:14808:17079	1
0	NB501013:67:HNG37BGX5:4:12611:10381:4620	0
5929	NB501013:67:HNG37BGX5:4:21404:25034:15801	515620
7220	NB501013:67:HNG37BGX5:4:13403:5113:4399	515620
6997	NB501013:67:HNG37BGX5:4:13405:26789:8754	515620
676	NB501013:67:HNG37BGX5:4:22407:24525:1477	515620
9604	NB501013:67:HNG37BGX5:4:13409:11025:6457	186802
0	NB501013:67:HNG37BGX5:2:22212:1481:18711	0
8281	NB501013:67:HNG37BGX5:4:22602:17703:10691	214856
144	NB501013:67:HNG37BGX5:3:23506:16236:2953	2
81	NB501013:67:HNG37BGX5:3:22604:10277:20356	1173263
7528	NB501013:67:HNG37BGX5:1:11104:2121:14412	515620
0	NB501013:67:HNG37BGX5:4:22603:10412:10043	0
0	NB501013:67:HNG37BGX5:1:11104:15407:17861	0
676	NB501013:67:HNG37BGX5:1:11305:26036:16359	515620
5929	NB501013:67:HNG37BGX5:1:11307:1896:14783	515620
6084	NB501013:67:HNG37BGX5:1:11311:15950:14632	515620
17424	NB501013:67:HNG37BGX5:1:11301:18405:10348	39491
2916	NB501013:67:HNG37BGX5:1:12108:9457:19449	515620
8186	NB501013:67:HNG37BGX5:1:12203:21072:3162	328814
8353	NB501013:67:HNG37BGX5:1:12210:22064:9828	328814
7069	NB501013:67:HNG37BGX5:1:12211:16158:17906	515620
17424	NB501013:67:HNG37BGX5:1:12211:10071:2164	2
5929	NB501013:67:HNG37BGX5:1:13311:13725:2512	515620
17161	NB501013:67:HNG37BGX5:1:13101:11047:5430	2
676	NB501013:67:HNG37BGX5:1:21304:19374:19423	515620
324	NB501013:67:HNG37BGX5:1:22307:3771:17149	1297617
3809	NB501013:67:HNG37BGX5:1:21106:4900:7907	214856
2116	NB501013:67:HNG37BGX5:1:13307:9220:13178	186802
676	NB501013:67:HNG37BGX5:1:22308:3852:12582	515620
17424	NB501013:67:HNG37BGX5:1:22303:11677:4124	2
5625	NB501013:67:HNG37BGX5:1:23204:5422:18699	515620
1225	NB501013:67:HNG37BGX5:1:23112:22137:14573	515620
6400	NB501013:67:HNG37BGX5:1:23206:6719:16351	155900
144	NB501013:67:HNG37BGX5:1:23303:9646:19714	171953
17424	NB501013:67:HNG37BGX5:2:12101:12930:4808	2
1296	NB501013:67:HNG37BGX5:2:11109:4493:10657	39485
7325	NB501013:67:HNG37BGX5:2:12107:8123:13056	435591
7376	NB501013:67:HNG37BGX5:2:12307:2515:17958	515620
16641	NB501013:67:HNG37BGX5:2:12304:15487:15857	2
784	NB501013:67:HNG37BGX5:2:13305:22776:2740	515620
17424	NB501013:67:HNG37BGX5:2:13210:22023:3125	1
6628	NB501013:67:HNG37BGX5:2:21109:15214:5505	515620
6730	NB501013:67:HNG37BGX5:2:21105:18900:20156	301301
6413	NB501013:67:HNG37BGX5:2:21112:17377:15441	515620
7298	NB501013:67:HNG37BGX5:2:21206:12217:12932	515620
17424	NB501013:67:HNG37BGX5:2:22101:3036:14322	2
676	NB501013:67:HNG37BGX5:2:23110:1778:20006	515620
13225	NB501013:67:HNG37BGX5:2:22312:8035:11598	77133
676	NB501013:67:HNG37BGX5:2:23307:7571:11236	515620
6145	NB501013:67:HNG37BGX5:2:23208:18106:15425	328814
8469	NB501013:67:HNG37BGX5:2:22106:2238:11254	435591
17424	NB501013:67:HNG37BGX5:3:11412:10551:4267	2
7069	NB501013:67:HNG37BGX5:3:11509:3850:12780	515620
17424	NB501013:67:HNG37BGX5:3:11508:21689:7203	816
16900	NB501013:67:HNG37BGX5:3:11408:6837:13325	823
5476	NB501013:67:HNG37BGX5:3:12506:10208:18045	515620
0	NB501013:67:HNG37BGX5:3:12508:5258:1697	0
729	NB501013:67:HNG37BGX5:3:12507:18140:15727	515620
4489	NB501013:67:HNG37BGX5:3:12409:12328:4304	657321
1225	NB501013:67:HNG37BGX5:3:12610:3389:9154	165186
5929	NB501013:67:HNG37BGX5:3:13611:2322:4154	515620
225	NB501013:67:HNG37BGX5:3:13610:1824:12564	186803
0	NB501013:67:HNG37BGX5:2:22308:23487:7614	0
0	NB501013:67:HNG37BGX5:3:13502:19562:10398	0
3721	NB501013:67:HNG37BGX5:3:21503:8741:14242	515620
7373	NB501013:67:HNG37BGX5:3:21401:19573:9419	515620
7120	NB501013:67:HNG37BGX5:3:21405:10234:11340	39491
400	NB501013:67:HNG37BGX5:3:22403:17798:8092	1
676	NB501013:67:HNG37BGX5:3:23502:20570:4512	515620
17424	NB501013:67:HNG37BGX5:3:22410:10422:16959	2
7069	NB501013:67:HNG37BGX5:3:23502:1859:17129	515620
8906	NB501013:67:HNG37BGX5:3:22412:7847:6466	28116
6920	NB501013:67:HNG37BGX5:3:23610:24186:6150	515620
0	NB501013:67:HNG37BGX5:3:23611:5784:14966	0
729	NB501013:67:HNG37BGX5:3:23610:11034:17501	604330
5476	NB501013:67:HNG37BGX5:4:12412:4849:6321	515620
9801	NB501013:67:HNG37BGX5:4:11502:8738:14163	208544
2458	NB501013:67:HNG37BGX5:4:12503:23441:4419	515620
8650	NB501013:67:HNG37BGX5:4:12401:10992:9972	39485
9236	NB501013:67:HNG37BGX5:4:12506:5947:18239	823
961	NB501013:67:HNG37BGX5:4:11607:1568:16280	2
0	NB501013:67:HNG37BGX5:4:21404:26187:5744	0
17424	NB501013:67:HNG37BGX5:4:13504:23703:2237	29466
12544	NB501013:67:HNG37BGX5:4:21605:1784:9271	77133
2916	NB501013:67:HNG37BGX5:4:13607:3427:19776	77133
3865	NB501013:67:HNG37BGX5:4:23401:5823:1203	214856
100	NB501013:67:HNG37BGX5:4:23610:26305:15781	39485
17424	NB501013:67:HNG37BGX5:4:22603:16668:19046	1
0	NB501013:67:HNG37BGX5:1:11108:19983:5075	0
0	NB501013:67:HNG37BGX5:1:11102:23042:14073	0
676	NB501013:67:HNG37BGX5:1:11205:10903:16406	515620
17161	NB501013:67:HNG37BGX5:1:11101:10349:1350	2
676	NB501013:67:HNG37BGX5:1:12105:10967:15398	515620
5929	NB501013:67:HNG37BGX5:1:11304:3930:19663	77133
0	NB501013:67:HNG37BGX5:1:12110:15108:6803	0
17161	NB501013:67:HNG37BGX5:1:12110:10004:19447	301301
1560	NB501013:67:HNG37BGX5:1:21304:14785:18659	28116
17161	NB501013:67:HNG37BGX5:1:12203:6677:2173	2
4293	NB501013:67:HNG37BGX5:1:11307:2861:19847	816
9025	NB501013:67:HNG37BGX5:1:12303:16029:10556	214856
1024	NB501013:67:HNG37BGX5:1:12212:12639:3228	292800
5929	NB501013:67:HNG37BGX5:1:12307:7986:5211	515620
0	NB501013:67:HNG37BGX5:4:21502:21184:19863	0
2401	NB501013:67:HNG37BGX5:1:13306:16925:4205	515620
17424	NB501013:67:HNG37BGX5:4:12605:9102:11025	1
2401	NB501013:67:HNG37BGX5:1:21303:23883:7949	515620
17161	NB501013:67:HNG37BGX5:1:12112:23350:6042	1578
7453	NB501013:67:HNG37BGX5:1:21307:9262:2181	515620
17161	NB501013:67:HNG37BGX5:1:13205:23381:1752	2
6084	NB501013:67:HNG37BGX5:1:22211:19110:9393	515620
5476	NB501013:67:HNG37BGX5:1:23112:9491:18993	515620
17161	NB501013:67:HNG37BGX5:1:22201:4059:15973	1
15876	NB501013:67:HNG37BGX5:1:22103:9896:15251	2
2304	NB501013:67:HNG37BGX5:2:11104:2838:5648	657314
17161	NB501013:67:HNG37BGX5:2:11104:18028:14003	2
16900	NB501013:67:HNG37BGX5:1:23307:24431:14106	2
676	NB501013:67:HNG37BGX5:2:13311:4303:10067	515620
7298	NB501013:67:HNG37BGX5:2:11306:9961:7895	515620
8597	NB501013:67:HNG37BGX5:2:12311:2246:13085	328814
6889	NB501013:67:HNG37BGX5:2:21107:12654:8812	649756
144	NB501013:67:HNG37BGX5:2:21109:17600:7745	39485
169	NB501013:67:HNG37BGX5:2:21205:3835:12147	171953
0	NB501013:67:HNG37BGX5:2:21301:6905:19004	0
0	NB501013:67:HNG37BGX5:2:21309:10101:12563	0
17161	NB501013:67:HNG37BGX5:2:21303:14069:16411	2
7625	NB501013:67:HNG37BGX5:3:11507:25067:2800	515620
7978	NB501013:67:HNG37BGX5:2:22311:17825:1936	28116
17161	NB501013:67:HNG37BGX5:2:11309:11251:13864	1
6084	NB501013:67:HNG37BGX5:3:12507:6311:4742	515620
17161	NB501013:67:HNG37BGX5:3:11508:17310:16188	77133
6290	NB501013:67:HNG37BGX5:3:12405:26698:10503	585394
17161	NB501013:67:HNG37BGX5:3:11602:13431:10609	39491
5330	NB501013:67:HNG37BGX5:3:12608:24120:4266	585394
17161	NB501013:67:HNG37BGX5:3:12610:22668:13500	2
17161	NB501013:67:HNG37BGX5:3:13402:18538:12403	2
17161	NB501013:67:HNG37BGX5:3:13409:12883:4979	1
16129	NB501013:67:HNG37BGX5:3:13604:16101:16789	214856
17161	NB501013:67:HNG37BGX5:3:21411:21331:9800	155900
1156	NB501013:67:HNG37BGX5:3:12511:6937:15888	32630
8353	NB501013:67:HNG37BGX5:3:21510:4345:4402	2
17161	NB501013:67:HNG37BGX5:3:21509:19392:19388	301301
576	NB501013:67:HNG37BGX5:3:21602:5830:10848	245012
17161	NB501013:67:HNG37BGX5:3:21404:17669:9115	1
400	NB501013:67:HNG37BGX5:3:23502:19022:4769	133926
16900	NB501013:67:HNG37BGX5:3:23508:13598:5886	2
16900	NB501013:67:HNG37BGX5:4:11507:14043:4820	2
7913	NB501013:67:HNG37BGX5:3:21612:6884:1862	2
6400	NB501013:67:HNG37BGX5:4:11612:20718:20142	515620
16900	NB501013:67:HNG37BGX5:4:11512:20430:16762	2
225	NB501013:67:HNG37BGX5:4:12510:24316:1308	186803
676	NB501013:67:HNG37BGX5:4:13404:17381:7201	515620
7373	NB501013:67:HNG37BGX5:4:13502:16550:2325	515620
17161	NB501013:67:HNG37BGX5:4:21408:20701:13878	2
6994	NB501013:67:HNG37BGX5:4:13509:11216:9011	515620
2746	NB501013:67:HNG37BGX5:4:21501:1275:18017	515620
0	NB501013:67:HNG37BGX5:4:21505:4501:1071	0
841	NB501013:67:HNG37BGX5:4:21509:3628:19235	717962
17161	NB501013:67:HNG37BGX5:4:21503:26569:7827	239759
17161	NB501013:67:HNG37BGX5:3:23511:21877:4970	1
17161	NB501013:67:HNG37BGX5:4:22401:19348:12510	816
1225	NB501013:67:HNG37BGX5:4:22512:20117:7188	515620
17161	NB501013:67:HNG37BGX5:4:21511:19653:16283	2
16900	NB501013:67:HNG37BGX5:4:22411:6916:8330	29466
7297	NB501013:67:HNG37BGX5:4:23407:3345:2849	515620
0	NB501013:67:HNG37BGX5:4:23401:3048:14205	0
6084	NB501013:67:HNG37BGX5:1:11307:7758:11892	515620
16900	NB501013:67:HNG37BGX5:1:11306:11113:13866	77133
6626	NB501013:67:HNG37BGX5:1:11212:21249:14948	2
6920	NB501013:67:HNG37BGX5:1:12106:26416:4912	515620
0	NB501013:67:HNG37BGX5:1:12207:17213:1344	0
16900	NB501013:67:HNG37BGX5:1:12301:15296:3935	1
7220	NB501013:67:HNG37BGX5:1:13104:7341:7340	515620
2916	NB501013:67:HNG37BGX5:1:12303:26320:10225	1834196
676	NB501013:67:HNG37BGX5:1:13204:13123:9086	515620
16900	NB501013:67:HNG37BGX5:1:13308:12601:19036	77133
0	NB501013:67:HNG37BGX5:1:13309:5211:1391	0
16900	NB501013:67:HNG37BGX5:1:13309:9278:1558	2
1600	NB501013:67:HNG37BGX5:1:21203:8397:17477	159274
16900	NB501013:67:HNG37BGX5:1:13208:11597:9244	1
2249	NB501013:67:HNG37BGX5:1:21210:26184:4409	77133
676	NB501013:67:HNG37BGX5:1:22101:4776:18379	515620
676	NB501013:67:HNG37BGX5:1:22103:23481:8043	515620
6570	NB501013:67:HNG37BGX5:1:21308:3318:3332	186802
