EC#	RPKM	Eukaryota	Archaea	Bacteria	Bacteroidetes	Actinobacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteria	Alphaproteobacteria	Firmicutes	Bacilli	Clostridia	Lachnospiraceae	Eubacteriaceae	Ruminococcaceae	Clostridiaceae	Oscillospiraceae	Other	Piechart
6.4.1.3	238.60160415600836	0.0	0.0	52.69274135356903	185.90886280243933	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	piechart: attributelist="Eukaryota,Archaea,Bacteria,Bacteroidetes,Actinobacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteria,Alphaproteobacteria,Firmicutes,Bacilli,Clostridia,Lachnospiraceae,Eubacteriaceae,Ruminococcaceae,Clostridiaceae,Oscillospiraceae" colorlist="#FFA500,#C0C0C0,#EDF252,#0000FF,#FF00FF,#2C94DE,#ED4734,#00FFFF,#FFCCFF,#34C400,#A52A2A,#663366,#F0FFFF,#AFCCFF,#F4C400,#F52A2A,#F63366,#000000" showlabels=false"
2.7.1.26	86.87632356078946	0.0	0.0	0.0	86.87632356078946	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	piechart: attributelist="Eukaryota,Archaea,Bacteria,Bacteroidetes,Actinobacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteria,Alphaproteobacteria,Firmicutes,Bacilli,Clostridia,Lachnospiraceae,Eubacteriaceae,Ruminococcaceae,Clostridiaceae,Oscillospiraceae" colorlist="#FFA500,#C0C0C0,#EDF252,#0000FF,#FF00FF,#2C94DE,#ED4734,#00FFFF,#FFCCFF,#34C400,#A52A2A,#663366,#F0FFFF,#AFCCFF,#F4C400,#F52A2A,#F63366,#000000" showlabels=false"
5.5.1.4	31.921997959545894	0.0	0.0	0.0	31.921997959545894	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	piechart: attributelist="Eukaryota,Archaea,Bacteria,Bacteroidetes,Actinobacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteria,Alphaproteobacteria,Firmicutes,Bacilli,Clostridia,Lachnospiraceae,Eubacteriaceae,Ruminococcaceae,Clostridiaceae,Oscillospiraceae" colorlist="#FFA500,#C0C0C0,#EDF252,#0000FF,#FF00FF,#2C94DE,#ED4734,#00FFFF,#FFCCFF,#34C400,#A52A2A,#663366,#F0FFFF,#AFCCFF,#F4C400,#F52A2A,#F63366,#000000" showlabels=false"
3.5.99.6	492.6932114714474	0.0	0.0	0.0	363.3254386981807	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2199.2521371455355	piechart: attributelist="Eukaryota,Archaea,Bacteria,Bacteroidetes,Actinobacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteria,Alphaproteobacteria,Firmicutes,Bacilli,Clostridia,Lachnospiraceae,Eubacteriaceae,Ruminococcaceae,Clostridiaceae,Oscillospiraceae" colorlist="#FFA500,#C0C0C0,#EDF252,#0000FF,#FF00FF,#2C94DE,#ED4734,#00FFFF,#FFCCFF,#34C400,#A52A2A,#663366,#F0FFFF,#AFCCFF,#F4C400,#F52A2A,#F63366,#000000" showlabels=false"
2.7.1.6	287.9842773644605	0.0	0.0	0.0	252.8782438028116	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	596.8025705480319	piechart: attributelist="Eukaryota,Archaea,Bacteria,Bacteroidetes,Actinobacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteria,Alphaproteobacteria,Firmicutes,Bacilli,Clostridia,Lachnospiraceae,Eubacteriaceae,Ruminococcaceae,Clostridiaceae,Oscillospiraceae" colorlist="#FFA500,#C0C0C0,#EDF252,#0000FF,#FF00FF,#2C94DE,#ED4734,#00FFFF,#FFCCFF,#34C400,#A52A2A,#663366,#F0FFFF,#AFCCFF,#F4C400,#F52A2A,#F63366,#000000" showlabels=false"
1.8.1.8	138.9126289745289	0.0	0.0	0.0	99.35510988921266	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	672.477824450376	piechart: attributelist="Eukaryota,Archaea,Bacteria,Bacteroidetes,Actinobacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteria,Alphaproteobacteria,Firmicutes,Bacilli,Clostridia,Lachnospiraceae,Eubacteriaceae,Ruminococcaceae,Clostridiaceae,Oscillospiraceae" colorlist="#FFA500,#C0C0C0,#EDF252,#0000FF,#FF00FF,#2C94DE,#ED4734,#00FFFF,#FFCCFF,#34C400,#A52A2A,#663366,#F0FFFF,#AFCCFF,#F4C400,#F52A2A,#F63366,#000000" showlabels=false"
2.5.1.47	87.29266376954723	0.0	0.0	0.0	43.43816178039473	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	43.8545019891525	0.0	0.0	0.0	0.0	0.0	piechart: attributelist="Eukaryota,Archaea,Bacteria,Bacteroidetes,Actinobacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteria,Alphaproteobacteria,Firmicutes,Bacilli,Clostridia,Lachnospiraceae,Eubacteriaceae,Ruminococcaceae,Clostridiaceae,Oscillospiraceae" colorlist="#FFA500,#C0C0C0,#EDF252,#0000FF,#FF00FF,#2C94DE,#ED4734,#00FFFF,#FFCCFF,#34C400,#A52A2A,#663366,#F0FFFF,#AFCCFF,#F4C400,#F52A2A,#F63366,#000000" showlabels=false"
2.4.2.8	76.68412917656275	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1303.6301960015667	piechart: attributelist="Eukaryota,Archaea,Bacteria,Bacteroidetes,Actinobacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteria,Alphaproteobacteria,Firmicutes,Bacilli,Clostridia,Lachnospiraceae,Eubacteriaceae,Ruminococcaceae,Clostridiaceae,Oscillospiraceae" colorlist="#FFA500,#C0C0C0,#EDF252,#0000FF,#FF00FF,#2C94DE,#ED4734,#00FFFF,#FFCCFF,#34C400,#A52A2A,#663366,#F0FFFF,#AFCCFF,#F4C400,#F52A2A,#F63366,#000000" showlabels=false"
3.4.14.5	19.06452655917324	0.0	0.0	0.0	19.06452655917324	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	piechart: attributelist="Eukaryota,Archaea,Bacteria,Bacteroidetes,Actinobacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteria,Alphaproteobacteria,Firmicutes,Bacilli,Clostridia,Lachnospiraceae,Eubacteriaceae,Ruminococcaceae,Clostridiaceae,Oscillospiraceae" colorlist="#FFA500,#C0C0C0,#EDF252,#0000FF,#FF00FF,#2C94DE,#ED4734,#00FFFF,#FFCCFF,#34C400,#A52A2A,#663366,#F0FFFF,#AFCCFF,#F4C400,#F52A2A,#F63366,#000000" showlabels=false"
2.8.4.4	124.87479061467239	0.0	0.0	0.0	63.11149099025012	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	61.763299624422274	0.0	0.0	0.0	piechart: attributelist="Eukaryota,Archaea,Bacteria,Bacteroidetes,Actinobacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteria,Alphaproteobacteria,Firmicutes,Bacilli,Clostridia,Lachnospiraceae,Eubacteriaceae,Ruminococcaceae,Clostridiaceae,Oscillospiraceae" colorlist="#FFA500,#C0C0C0,#EDF252,#0000FF,#FF00FF,#2C94DE,#ED4734,#00FFFF,#FFCCFF,#34C400,#A52A2A,#663366,#F0FFFF,#AFCCFF,#F4C400,#F52A2A,#F63366,#000000" showlabels=false"
3.6.3.54	93.07340099974307	0.0	0.0	0.0	93.07340099974307	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	piechart: attributelist="Eukaryota,Archaea,Bacteria,Bacteroidetes,Actinobacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteria,Alphaproteobacteria,Firmicutes,Bacilli,Clostridia,Lachnospiraceae,Eubacteriaceae,Ruminococcaceae,Clostridiaceae,Oscillospiraceae" colorlist="#FFA500,#C0C0C0,#EDF252,#0000FF,#FF00FF,#2C94DE,#ED4734,#00FFFF,#FFCCFF,#34C400,#A52A2A,#663366,#F0FFFF,#AFCCFF,#F4C400,#F52A2A,#F63366,#000000" showlabels=false"
1.4.1.2	738.643540229851	0.0	0.0	0.0	738.643540229851	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	piechart: attributelist="Eukaryota,Archaea,Bacteria,Bacteroidetes,Actinobacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteria,Alphaproteobacteria,Firmicutes,Bacilli,Clostridia,Lachnospiraceae,Eubacteriaceae,Ruminococcaceae,Clostridiaceae,Oscillospiraceae" colorlist="#FFA500,#C0C0C0,#EDF252,#0000FF,#FF00FF,#2C94DE,#ED4734,#00FFFF,#FFCCFF,#34C400,#A52A2A,#663366,#F0FFFF,#AFCCFF,#F4C400,#F52A2A,#F63366,#000000" showlabels=false"
2.1.2.3	107.97639220267271	0.0	0.0	0.0	107.97639220267271	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	piechart: attributelist="Eukaryota,Archaea,Bacteria,Bacteroidetes,Actinobacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteria,Alphaproteobacteria,Firmicutes,Bacilli,Clostridia,Lachnospiraceae,Eubacteriaceae,Ruminococcaceae,Clostridiaceae,Oscillospiraceae" colorlist="#FFA500,#C0C0C0,#EDF252,#0000FF,#FF00FF,#2C94DE,#ED4734,#00FFFF,#FFCCFF,#34C400,#A52A2A,#663366,#F0FFFF,#AFCCFF,#F4C400,#F52A2A,#F63366,#000000" showlabels=false"
3.6.1.54	217.51411814931868	0.0	0.0	0.0	161.48775438358507	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	952.4481840174714	piechart: attributelist="Eukaryota,Archaea,Bacteria,Bacteroidetes,Actinobacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteria,Alphaproteobacteria,Firmicutes,Bacilli,Clostridia,Lachnospiraceae,Eubacteriaceae,Ruminococcaceae,Clostridiaceae,Oscillospiraceae" colorlist="#FFA500,#C0C0C0,#EDF252,#0000FF,#FF00FF,#2C94DE,#ED4734,#00FFFF,#FFCCFF,#34C400,#A52A2A,#663366,#F0FFFF,#AFCCFF,#F4C400,#F52A2A,#F63366,#000000" showlabels=false"
2.3.1.8	161.4877543835851	0.0	0.0	0.0	161.4877543835851	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	piechart: attributelist="Eukaryota,Archaea,Bacteria,Bacteroidetes,Actinobacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteria,Alphaproteobacteria,Firmicutes,Bacilli,Clostridia,Lachnospiraceae,Eubacteriaceae,Ruminococcaceae,Clostridiaceae,Oscillospiraceae" colorlist="#FFA500,#C0C0C0,#EDF252,#0000FF,#FF00FF,#2C94DE,#ED4734,#00FFFF,#FFCCFF,#34C400,#A52A2A,#663366,#F0FFFF,#AFCCFF,#F4C400,#F52A2A,#F63366,#000000" showlabels=false"
4.3.1.3	219.9337985413897	0.0	0.0	0.0	109.71277981364386	0.0	27.786354499199867	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1401.3892918852819	piechart: attributelist="Eukaryota,Archaea,Bacteria,Bacteroidetes,Actinobacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteria,Alphaproteobacteria,Firmicutes,Bacilli,Clostridia,Lachnospiraceae,Eubacteriaceae,Ruminococcaceae,Clostridiaceae,Oscillospiraceae" colorlist="#FFA500,#C0C0C0,#EDF252,#0000FF,#FF00FF,#2C94DE,#ED4734,#00FFFF,#FFCCFF,#34C400,#A52A2A,#663366,#F0FFFF,#AFCCFF,#F4C400,#F52A2A,#F63366,#000000" showlabels=false"
4.2.1.49	245.54945191055594	0.0	0.0	0.0	143.47648751161415	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1735.240394782011	piechart: attributelist="Eukaryota,Archaea,Bacteria,Bacteroidetes,Actinobacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteria,Alphaproteobacteria,Firmicutes,Bacilli,Clostridia,Lachnospiraceae,Eubacteriaceae,Ruminococcaceae,Clostridiaceae,Oscillospiraceae" colorlist="#FFA500,#C0C0C0,#EDF252,#0000FF,#FF00FF,#2C94DE,#ED4734,#00FFFF,#FFCCFF,#34C400,#A52A2A,#663366,#F0FFFF,#AFCCFF,#F4C400,#F52A2A,#F63366,#000000" showlabels=false"
5.3.1.5	156.33780321873274	0.0	0.0	0.0	156.33780321873274	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	piechart: attributelist="Eukaryota,Archaea,Bacteria,Bacteroidetes,Actinobacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteria,Alphaproteobacteria,Firmicutes,Bacilli,Clostridia,Lachnospiraceae,Eubacteriaceae,Ruminococcaceae,Clostridiaceae,Oscillospiraceae" colorlist="#FFA500,#C0C0C0,#EDF252,#0000FF,#FF00FF,#2C94DE,#ED4734,#00FFFF,#FFCCFF,#34C400,#A52A2A,#663366,#F0FFFF,#AFCCFF,#F4C400,#F52A2A,#F63366,#000000" showlabels=false"
3.5.4.19	132.03401301802555	0.0	0.0	0.0	67.28656432649379	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	64.74744869153176	0.0	0.0	0.0	piechart: attributelist="Eukaryota,Archaea,Bacteria,Bacteroidetes,Actinobacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteria,Alphaproteobacteria,Firmicutes,Bacilli,Clostridia,Lachnospiraceae,Eubacteriaceae,Ruminococcaceae,Clostridiaceae,Oscillospiraceae" colorlist="#FFA500,#C0C0C0,#EDF252,#0000FF,#FF00FF,#2C94DE,#ED4734,#00FFFF,#FFCCFF,#34C400,#A52A2A,#663366,#F0FFFF,#AFCCFF,#F4C400,#F52A2A,#F63366,#000000" showlabels=false"
3.1.1.11	86.87719358556097	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	43.30113287887929	0.0	0.0	740.7930320135888	piechart: attributelist="Eukaryota,Archaea,Bacteria,Bacteroidetes,Actinobacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteria,Alphaproteobacteria,Firmicutes,Bacilli,Clostridia,Lachnospiraceae,Eubacteriaceae,Ruminococcaceae,Clostridiaceae,Oscillospiraceae" colorlist="#FFA500,#C0C0C0,#EDF252,#0000FF,#FF00FF,#2C94DE,#ED4734,#00FFFF,#FFCCFF,#34C400,#A52A2A,#663366,#F0FFFF,#AFCCFF,#F4C400,#F52A2A,#F63366,#000000" showlabels=false"
4.1.3.3	133.41551034199415	0.0	0.0	0.0	44.857709550995864	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	88.55780079099827	0.0	0.0	0.0	piechart: attributelist="Eukaryota,Archaea,Bacteria,Bacteroidetes,Actinobacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteria,Alphaproteobacteria,Firmicutes,Bacilli,Clostridia,Lachnospiraceae,Eubacteriaceae,Ruminococcaceae,Clostridiaceae,Oscillospiraceae" colorlist="#FFA500,#C0C0C0,#EDF252,#0000FF,#FF00FF,#2C94DE,#ED4734,#00FFFF,#FFCCFF,#34C400,#A52A2A,#663366,#F0FFFF,#AFCCFF,#F4C400,#F52A2A,#F63366,#000000" showlabels=false"
6.1.1.7	156.62816738210307	0.0	0.0	15.510123302378231	78.59861429807533	0.0	0.0	15.669473884251977	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.47515120924998	0.0	0.0	533.3716796985084	piechart: attributelist="Eukaryota,Archaea,Bacteria,Bacteroidetes,Actinobacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteria,Alphaproteobacteria,Firmicutes,Bacilli,Clostridia,Lachnospiraceae,Eubacteriaceae,Ruminococcaceae,Clostridiaceae,Oscillospiraceae" colorlist="#FFA500,#C0C0C0,#EDF252,#0000FF,#FF00FF,#2C94DE,#ED4734,#00FFFF,#FFCCFF,#34C400,#A52A2A,#663366,#F0FFFF,#AFCCFF,#F4C400,#F52A2A,#F63366,#000000" showlabels=false"
2.1.1.192	119.96201879802325	0.0	0.0	0.0	80.51817074456139	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	670.5454169088518	piechart: attributelist="Eukaryota,Archaea,Bacteria,Bacteroidetes,Actinobacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteria,Alphaproteobacteria,Firmicutes,Bacilli,Clostridia,Lachnospiraceae,Eubacteriaceae,Ruminococcaceae,Clostridiaceae,Oscillospiraceae" colorlist="#FFA500,#C0C0C0,#EDF252,#0000FF,#FF00FF,#2C94DE,#ED4734,#00FFFF,#FFCCFF,#34C400,#A52A2A,#663366,#F0FFFF,#AFCCFF,#F4C400,#F52A2A,#F63366,#000000" showlabels=false"
5.1.1.1	90.86160375242306	0.0	0.0	0.0	33.534661297507384	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	974.5580217335664	piechart: attributelist="Eukaryota,Archaea,Bacteria,Bacteroidetes,Actinobacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteria,Alphaproteobacteria,Firmicutes,Bacilli,Clostridia,Lachnospiraceae,Eubacteriaceae,Ruminococcaceae,Clostridiaceae,Oscillospiraceae" colorlist="#FFA500,#C0C0C0,#EDF252,#0000FF,#FF00FF,#2C94DE,#ED4734,#00FFFF,#FFCCFF,#34C400,#A52A2A,#663366,#F0FFFF,#AFCCFF,#F4C400,#F52A2A,#F63366,#000000" showlabels=false"
1.1.1.18	39.786838036535464	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	676.3762466211028	piechart: attributelist="Eukaryota,Archaea,Bacteria,Bacteroidetes,Actinobacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteria,Alphaproteobacteria,Firmicutes,Bacilli,Clostridia,Lachnospiraceae,Eubacteriaceae,Ruminococcaceae,Clostridiaceae,Oscillospiraceae" colorlist="#FFA500,#C0C0C0,#EDF252,#0000FF,#FF00FF,#2C94DE,#ED4734,#00FFFF,#FFCCFF,#34C400,#A52A2A,#663366,#F0FFFF,#AFCCFF,#F4C400,#F52A2A,#F63366,#000000" showlabels=false"
6.1.1.15	161.81401546867852	0.0	0.0	0.0	110.92088179882612	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	28.537337053232292	0.0	0.0	380.04854248254145	piechart: attributelist="Eukaryota,Archaea,Bacteria,Bacteroidetes,Actinobacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteria,Alphaproteobacteria,Firmicutes,Bacilli,Clostridia,Lachnospiraceae,Eubacteriaceae,Ruminococcaceae,Clostridiaceae,Oscillospiraceae" colorlist="#FFA500,#C0C0C0,#EDF252,#0000FF,#FF00FF,#2C94DE,#ED4734,#00FFFF,#FFCCFF,#34C400,#A52A2A,#663366,#F0FFFF,#AFCCFF,#F4C400,#F52A2A,#F63366,#000000" showlabels=false"
5.4.99.25	45.15282606119978	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	45.15282606119978	0.0	0.0	0.0	0.0	piechart: attributelist="Eukaryota,Archaea,Bacteria,Bacteroidetes,Actinobacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteria,Alphaproteobacteria,Firmicutes,Bacilli,Clostridia,Lachnospiraceae,Eubacteriaceae,Ruminococcaceae,Clostridiaceae,Oscillospiraceae" colorlist="#FFA500,#C0C0C0,#EDF252,#0000FF,#FF00FF,#2C94DE,#ED4734,#00FFFF,#FFCCFF,#34C400,#A52A2A,#663366,#F0FFFF,#AFCCFF,#F4C400,#F52A2A,#F63366,#000000" showlabels=false"
2.1.3.2	126.93507862551472	0.0	0.0	0.0	43.71483797007877	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	45.30184528912453	0.0	0.0	0.0	0.0	644.6127212272941	piechart: attributelist="Eukaryota,Archaea,Bacteria,Bacteroidetes,Actinobacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteria,Alphaproteobacteria,Firmicutes,Bacilli,Clostridia,Lachnospiraceae,Eubacteriaceae,Ruminococcaceae,Clostridiaceae,Oscillospiraceae" colorlist="#FFA500,#C0C0C0,#EDF252,#0000FF,#FF00FF,#2C94DE,#ED4734,#00FFFF,#FFCCFF,#34C400,#A52A2A,#663366,#F0FFFF,#AFCCFF,#F4C400,#F52A2A,#F63366,#000000" showlabels=false"
6.3.2.8	89.19952398513594	0.0	0.0	0.0	29.51926693033276	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	59.680257054803185	0.0	0.0	0.0	0.0	0.0	piechart: attributelist="Eukaryota,Archaea,Bacteria,Bacteroidetes,Actinobacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteria,Alphaproteobacteria,Firmicutes,Bacilli,Clostridia,Lachnospiraceae,Eubacteriaceae,Ruminococcaceae,Clostridiaceae,Oscillospiraceae" colorlist="#FFA500,#C0C0C0,#EDF252,#0000FF,#FF00FF,#2C94DE,#ED4734,#00FFFF,#FFCCFF,#34C400,#A52A2A,#663366,#F0FFFF,#AFCCFF,#F4C400,#F52A2A,#F63366,#000000" showlabels=false"
1.1.1.22	124.78631430321602	0.0	0.0	31.26756064374655	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1589.818812210981	piechart: attributelist="Eukaryota,Archaea,Bacteria,Bacteroidetes,Actinobacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteria,Alphaproteobacteria,Firmicutes,Bacilli,Clostridia,Lachnospiraceae,Eubacteriaceae,Ruminococcaceae,Clostridiaceae,Oscillospiraceae" colorlist="#FFA500,#C0C0C0,#EDF252,#0000FF,#FF00FF,#2C94DE,#ED4734,#00FFFF,#FFCCFF,#34C400,#A52A2A,#663366,#F0FFFF,#AFCCFF,#F4C400,#F52A2A,#F63366,#000000" showlabels=false"
3.4.19.3	59.42190096365686	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	59.42190096365686	0.0	0.0	0.0	0.0	0.0	piechart: attributelist="Eukaryota,Archaea,Bacteria,Bacteroidetes,Actinobacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteria,Alphaproteobacteria,Firmicutes,Bacilli,Clostridia,Lachnospiraceae,Eubacteriaceae,Ruminococcaceae,Clostridiaceae,Oscillospiraceae" colorlist="#FFA500,#C0C0C0,#EDF252,#0000FF,#FF00FF,#2C94DE,#ED4734,#00FFFF,#FFCCFF,#34C400,#A52A2A,#663366,#F0FFFF,#AFCCFF,#F4C400,#F52A2A,#F63366,#000000" showlabels=false"
3.2.1.22	176.30773178606674	0.0	0.0	0.0	99.81181440726348	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.66502043013326	0.0	0.0	0.0	0.0	1051.1252481273893	piechart: attributelist="Eukaryota,Archaea,Bacteria,Bacteroidetes,Actinobacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteria,Alphaproteobacteria,Firmicutes,Bacilli,Clostridia,Lachnospiraceae,Eubacteriaceae,Ruminococcaceae,Clostridiaceae,Oscillospiraceae" colorlist="#FFA500,#C0C0C0,#EDF252,#0000FF,#FF00FF,#2C94DE,#ED4734,#00FFFF,#FFCCFF,#34C400,#A52A2A,#663366,#F0FFFF,#AFCCFF,#F4C400,#F52A2A,#F63366,#000000" showlabels=false"
2.1.2.1	161.740795531037	0.0	0.0	0.0	96.4388228754431	0.0	0.0	0.0	0.0	65.30197265559391	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	piechart: attributelist="Eukaryota,Archaea,Bacteria,Bacteroidetes,Actinobacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteria,Alphaproteobacteria,Firmicutes,Bacilli,Clostridia,Lachnospiraceae,Eubacteriaceae,Ruminococcaceae,Clostridiaceae,Oscillospiraceae" colorlist="#FFA500,#C0C0C0,#EDF252,#0000FF,#FF00FF,#2C94DE,#ED4734,#00FFFF,#FFCCFF,#34C400,#A52A2A,#663366,#F0FFFF,#AFCCFF,#F4C400,#F52A2A,#F63366,#000000" showlabels=false"
3.2.1.49	58.78569217389607	0.0	0.0	0.0	58.78569217389607	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	piechart: attributelist="Eukaryota,Archaea,Bacteria,Bacteroidetes,Actinobacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteria,Alphaproteobacteria,Firmicutes,Bacilli,Clostridia,Lachnospiraceae,Eubacteriaceae,Ruminococcaceae,Clostridiaceae,Oscillospiraceae" colorlist="#FFA500,#C0C0C0,#EDF252,#0000FF,#FF00FF,#2C94DE,#ED4734,#00FFFF,#FFCCFF,#34C400,#A52A2A,#663366,#F0FFFF,#AFCCFF,#F4C400,#F52A2A,#F63366,#000000" showlabels=false"
5.3.1.23	39.671847175158184	0.0	0.0	0.0	39.671847175158184	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	piechart: attributelist="Eukaryota,Archaea,Bacteria,Bacteroidetes,Actinobacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteria,Alphaproteobacteria,Firmicutes,Bacilli,Clostridia,Lachnospiraceae,Eubacteriaceae,Ruminococcaceae,Clostridiaceae,Oscillospiraceae" colorlist="#FFA500,#C0C0C0,#EDF252,#0000FF,#FF00FF,#2C94DE,#ED4734,#00FFFF,#FFCCFF,#34C400,#A52A2A,#663366,#F0FFFF,#AFCCFF,#F4C400,#F52A2A,#F63366,#000000" showlabels=false"
2.1.1.148	52.59179740461583	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	894.0605558784691	piechart: attributelist="Eukaryota,Archaea,Bacteria,Bacteroidetes,Actinobacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteria,Alphaproteobacteria,Firmicutes,Bacilli,Clostridia,Lachnospiraceae,Eubacteriaceae,Ruminococcaceae,Clostridiaceae,Oscillospiraceae" colorlist="#FFA500,#C0C0C0,#EDF252,#0000FF,#FF00FF,#2C94DE,#ED4734,#00FFFF,#FFCCFF,#34C400,#A52A2A,#663366,#F0FFFF,#AFCCFF,#F4C400,#F52A2A,#F63366,#000000" showlabels=false"
